Id,Name,Text,type,all_points,X,Y,RadiusX,RadiusY,Width,Height,all_transforms
385838,undefined,histo_RO2_line,Line,"25903.520,6571.458 26290.355,7621.171",-1,-1,-1,-1,-1,-1,-1
