Id,Name,Text,type,all_points,X,Y,RadiusX,RadiusY,Width,Height,all_transforms
385837,undefined,histo_RO1_line,Line,"26310.561,7631.466 27370.148,6993.334",-1,-1,-1,-1,-1,-1,-1
