Id,Name,Text,type,all_points,X,Y,RadiusX,RadiusY,Width,Height,all_transforms
385839,undefined,histo_RO3_line,Line,"25191.572,7983.004 26215.850,7606.841",-1,-1,-1,-1,-1,-1,-1
